state,year,so2,no2,rspm,spm,pm2_5
Madhya Pradesh,2001.0,19.088079470198675,26.06291390728477,,157.5,
Madhya Pradesh,2002.0,13.617647058823529,24.27908496732026,,218.39285714285714,
Madhya Pradesh,2003.0,0.0,0.0,0.0,0.0,
Madhya Pradesh,2004.0,8.255948553054662,18.114975845410626,88.47936507936508,163.16640502354787,
Madhya Pradesh,2005.0,12.522727272727273,18.70327613104524,96.03003003003003,190.7739520958084,
Madhya Pradesh,2006.0,11.267107438016529,16.542396313364055,100.94714285714285,185.00566973777464,
Madhya Pradesh,2007.0,10.903457627118645,17.34478417266187,107.1842105263158,221.69459172852598,
Madhya Pradesh,2008.0,11.852287121745249,18.744196428571428,127.13072693952351,238.53456221198158,
Madhya Pradesh,2009.0,11.509923011120616,17.901262825572218,121.87161639597835,238.72323379461034,
Madhya Pradesh,2010.0,11.295002094972066,17.181028378673414,133.9099583333125,249.45489115661903,
Madhya Pradesh,2011.0,12.106933115823818,19.46205501618123,136.3392467191496,216.74022698612862,
Madhya Pradesh,2012.0,12.504182804027884,21.04043377226956,124.31010719754977,,
Madhya Pradesh,2013.0,12.210670241286863,22.150429338103756,145.06154891304348,228.97014925373134,
Madhya Pradesh,2014.0,10.61300505050505,18.660236465463598,121.44910873434344,,62.582857142857144
Madhya Pradesh,2015.0,10.668613509395632,19.744349573078853,107.06113537117903,,65.72862996941896
